Run	pheno	Project	MIC	pdst_method1	pdst_method2	pdst_method3	pdst_classification	country	Lineage	Sublineage
ERR4811057	R	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
ERR4811058	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
ERR4811059	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
ERR4811060	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
ERR4811061	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
ERR4811062	R	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
ERR4811063	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
ERR4811064	R	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE4	lineage4.5
ERR4811065	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
ERR4811066	R	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
ERR4811067	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE4	lineage4.11
ERR4811068	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE4	lineage4.5
ERR4811071	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
ERR4811072	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
ERR4811073	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
ERR4811074	R	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
ERR4811086	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
ERR4811087	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE4	lineage4.5
ERR4811089	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
ERR4811090	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE4	lineage4.5
ERR4811091	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
ERR4811092	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE4	lineage4.2.2
ERR4811093	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
ERR4811094	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE4	lineage4.11
ERR4811095	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE4	lineage4.5
ERR4811096	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE4	lineage4.4.2
ERR4811098	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
ERR4811099	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE4	lineage4.5
ERR4811102	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE4	lineage4.5
ERR4811103	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE4	lineage4.5
ERR4811104	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
ERR4811106	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE4	lineage4.4.2
ERR4811107	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE4	lineage4.2.2
ERR4811108	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
ERR4811109	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE4	lineage4.5
ERR4811110	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	NA	NA
ERR4811111	R	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
ERR4811113	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE4	lineage4.5
ERR4811114	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
ERR4811115	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
ERR4811116	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE4	lineage4.5
ERR4811117	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
ERR4811118	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
ERR4811119	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE4	lineage4.5
ERR4811120	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
ERR4811121	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE4	lineage4.2.2
ERR4811127	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
ERR4811128	R	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
ERR4811129	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
ERR4811130	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
ERR4811133	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
ERR4811134	R	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.2
ERR4811137	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE4	lineage4.11
ERR4811140	R	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE4	lineage4.5
ERR4811141	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
ERR4811143	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.1
ERR4811144	S	PRJEB41194	WHO	solid_media	NA	NA	WHO_undefined	China	LINEAGE2	lineage2.2.2
